x,yobs,ycalc,ydiff
0.05,1.179656790183192e-12,-0.04150116885354842,0.04150116885472807
0.1,-1.8659604089361223e-10,-0.057959545445113884,0.05795954525851784
0.15000000000000002,-1.1447103210700888e-08,-0.0511815936892069,0.05118158224210369
0.2,-1.3924244250775857e-07,-0.04797070857162469,0.047970569329182186
0.25,-3.177897859493015e-07,-0.07150616635867547,0.07150584856888953
0.30000000000000004,4.044838253418031e-06,-0.11635213741606766,0.11635618225432108
0.35000000000000003,3.673778205342797e-05,-0.15392543971971898,0.1539621775017724
0.4,0.0001497158281271531,-0.1629873481852391,0.16313706401336625
0.45,0.00034925417172669874,-0.1527975562460044,0.15314681041773112
0.5,0.0003483899172244496,-0.15380622759262427,0.1541546175098487
0.55,-0.0007299759204060222,-0.1851160598927089,0.18438608397230288
0.6000000000000001,-0.004133058103637366,-0.2332718364745645,0.22913877837092714
0.65,-0.01003117223130644,-0.2657931330920688,0.25576196086076236
0.7000000000000001,-0.015078908667729195,-0.2660515564317039,0.2509726477639747
0.75,-0.011196871653284226,-0.25232873229362734,0.24113186064034312
0.8,0.011052998830015322,-0.25939645524474386,0.2704494540747592
0.8500000000000001,0.0534323364728801,-0.3008178236107591,0.3542501600836392
0.9,0.10032973734963037,-0.352416864771816,0.45274660212144635
0.9500000000000001,0.11867150870682902,-0.37672814273349825,0.49539965144032727
1.0,0.07501076213132149,-0.3643476788693084,0.43935844100062993
1.05,-0.03586381154668749,-0.34725494559934317,0.31139113405265567
1.1,-0.17201760745811528,-0.36622996224404575,0.19421235478593046
1.1500000000000001,-0.25850412413020696,-0.42424398180222045,0.1657398576720135
1.2000000000000002,-0.2370730079562185,-0.47763758983236654,0.24056458187614804
1.25,-0.12061990851125892,-0.48126577970550105,0.36064587119424213
1.3,-0.0039435568023731375,-0.444344135869721,0.44040057906734786
1.35,-0.004599782190505717,-0.4324699211530748,0.4278701389625691
1.4000000000000001,-0.16313248232401106,-0.4980896420271096,0.33495715970309853
1.4500000000000002,-0.3791230849616814,-0.5982749919683329,0.2191519070066515
1.5,-0.4511812299590703,-0.5890457055647248,0.1378644756056545
1.55,-0.21648670343230325,-0.32883573181681697,0.11234902838451372
1.6,0.3025432491153867,0.17915049831672256,0.12339275079866416
1.6500000000000001,0.8654472664555362,0.7317519730331473,0.13369529342238884
1.7000000000000002,1.1465335947073805,1.0308326009468152,0.11570099376056531
