Iteration,Rw
1,0.8792093556881092
2,0.879203778197399
3,0.8792037157360436
4,0.5651583772142421
5,0.3387323221045922
6,0.32041615189705897
7,0.3193782106088751
8,0.3193748364804802
9,0.31937483593918753
10,0.31894691877409403
11,0.3170615107179325
12,0.3132146160112346
13,0.31021675362952356
14,0.3075382304709582
15,0.30654955356110475
16,0.3053160365813602
17,0.30452258871322124
18,0.3041515739718727
19,0.3037832819152988
20,0.3036765209088154
21,0.3036069346197943
22,0.30359155113591585
23,0.30358799172479506
24,0.30358777797771025
25,0.3035877680751263
26,0.3035877628185629
27,0.30358776281943023
28,0.28803625222071055
29,0.287907357007181
30,0.28790087686332855
31,0.287887950022866
32,0.2878864135805041
33,0.28788641204008514
34,0.24690967095121996
35,0.2394870852380169
36,0.2323578597313545
37,0.2299249499492764
38,0.22807061842121518
39,0.22038190962223606
40,0.21852877734674406
41,0.21390756424157503
42,0.21005870541636507
43,0.2022748899872569
44,0.19322569708553622
45,0.17839741142689233
46,0.17676475198513616
47,0.16761922723093725
48,0.16537764832254037
49,0.16172115142089283
50,0.1605869560195313
51,0.16021557194747682
52,0.16008473325976338
53,0.16006693546180276
54,0.16005527908233033
55,0.16003311146564128
56,0.1599573101566106
57,0.15983056742869312
58,0.15961559582727447
59,0.15954545578956367
60,0.159432899166715
61,0.15939048868423178
62,0.15938601770574676
63,0.1593857845977285
64,0.15938550491504574
65,0.15938474886829465
66,0.15937890476752825
67,0.15937203654443194
68,0.15935108647739257
69,0.1591666811031719
70,0.15909685759894013
71,0.15879511098641017
72,0.15627828878352404
73,0.1517935345818714
74,0.15177769828469595
75,0.15132150227345695
76,0.15122961754596426
77,0.1507458486474536
78,0.15058582857038857
79,0.15047263558213048
80,0.1504410092179452
81,0.15043712845541643
82,0.15043684149088685
83,0.15043683233320312
84,0.1504368316224456
85,0.15038197864018907
86,0.15037680439973072
87,0.15035648012061262
88,0.1502456877844764
89,0.14995749157915084
90,0.14992880287316998
91,0.14973510675995091
92,0.14972634959464265
93,0.14970708373986313
94,0.14969743182594344
95,0.1496482912509943
96,0.14958727747275286
97,0.14956059049519657
98,0.14951679255435416
