Iteration,Rw
1,0.12621235550664892
2,0.12621235550665177
3,0.12621227728996823
4,0.12621227545156252
5,0.12618136598653773
6,0.12617984087922804
7,0.12617923168343292
8,0.12617887152015742
9,0.12617886940576173
10,0.12617105708902754
11,0.12616958941818926
12,0.126169574092438
13,0.12616955219715575
14,0.12616947239186763
15,0.1261692595189423
16,0.12616877489854691
17,0.12616770741146052
18,0.12616428020741696
19,0.12616130087180086
20,0.12615787900849826
21,0.12615751589656551
22,0.12615747073139763
23,0.12615746660690216
24,0.1250511626571672
25,0.12480920296196621
26,0.12401938002434283
27,0.12374025222677193
28,0.12360429168552986
29,0.12334287659654822
