x,yobs,ycalc,ydiff
0.05,-1.215170127018914e-14,-0.0374564168155416,0.03745641681552945
0.1,-1.7826658276155642e-10,-0.05418929820751395,0.054189298029247365
0.15000000000000002,-1.0653892207567901e-08,-0.05228400115636878,0.05228399050247658
0.2,-1.2927049357957987e-07,-0.05439404106740444,0.05439391179691086
0.25,-2.916616437121444e-07,-0.07891203771942379,0.07891174605778008
0.30000000000000004,3.787699189925571e-06,-0.11960132649265881,0.11960511419184873
0.35000000000000003,3.424341934428409e-05,-0.15214472777057014,0.1521789711899144
0.4,0.00013920923539535778,-0.16079803686688715,0.16093724610228252
0.45,0.00032359732028980196,-0.15608956616858952,0.15641316348887932
0.5,0.00031839177771758647,-0.1637668676660995,0.16408525944381708
0.55,-0.0006940683780663617,-0.1964712286045777,0.19577716022651134
0.6000000000000001,-0.003869956907379154,-0.2391000924210379,0.23523013551365876
0.65,-0.009350092725548646,-0.26468794868757256,0.2553378559620239
0.7000000000000001,-0.01399034049748281,-0.26432063498250363,0.2503302944850208
0.75,-0.010246414760279701,-0.258176633326615,0.2479302185663353
0.8,0.010650868079635077,-0.2742339454252268,0.28488481350486183
0.8500000000000001,0.05026792065194417,-0.3167398887289805,0.3670078093809247
0.9,0.09398081741680608,-0.3595502780708914,0.4535310954876975
0.9500000000000001,0.11098375366244422,-0.3738963326062624,0.48488008626870666
1.0,0.07025386594638343,-0.36177532010534236,0.4320291860517258
1.05,-0.03292278001865041,-0.3569666344057371,0.3240438543870867
1.1,-0.1596376388807993,-0.3887299099087556,0.22909227102795632
1.1500000000000001,-0.24077434464539196,-0.4457562552860534,0.20498191064066143
1.2000000000000002,-0.22312463963029947,-0.4830570950788588,0.25993245544855936
1.25,-0.11930596868606236,-0.471388216272272,0.35208224758620965
1.3,-0.016765353298021004,-0.4387716002653007,0.42200624696727973
1.35,-0.022386291665551464,-0.45148561365530154,0.4290993219897501
1.4000000000000001,-0.17073412551907752,-0.5385037886598164,0.3677696631407389
1.4500000000000002,-0.36679621011240365,-0.6282568690338487,0.26146065892144504
1.5,-0.4249637824029121,-0.5723279865450911,0.147364204142179
1.55,-0.1981908876235999,-0.26012687823775466,0.06193599061415475
1.6,0.28906795843598787,0.26110789291217906,0.027960065523808808
1.6500000000000001,0.8143625486001268,0.7712060517227876,0.043156496877339245
1.7000000000000002,1.0814296767604445,1.0035003055684757,0.07792937119196885
1.75,0.9234440071252262,0.8322047497092369,0.09123925741598937
1.8,0.43856882831040617,0.37860774240033523,0.05996108591007093
1.85,-0.0543517601809762,-0.05413421187746502,-0.00021754830351117943
1.9000000000000001,-0.22326566687113258,-0.17925257836889966,-0.04401308850223293
1.9500000000000002,0.049872950388386385,0.08331410177318202,-0.033441151384795635
2.0,0.5875855424754096,0.5598679806334822,0.02771756184192742
2.0500000000000003,1.0409955337733712,0.9465684116641253,0.09442712210924586
2.1,1.1267005080551329,1.0079045921731205,0.11879591588201244
2.15,0.8031918200091952,0.7098667406851416,0.09332507932405365
2.2,0.2673320103325345,0.20846579913414234,0.058866211198392165
2.25,-0.2077927567470961,-0.27597471959133413,0.06818196284423803
2.3000000000000003,-0.4587802090709074,-0.5960157388696842,0.1372355297987768
2.35,-0.5063812993732486,-0.7349004491759875,0.2285191498027389
2.4000000000000004,-0.4855826693095756,-0.7672397484304173,0.2816570791208417
2.45,-0.5117593984996915,-0.7752277813652009,0.26346838286550933
2.5,-0.5973404345994239,-0.7904335915775358,0.1930931569781119
2.5500000000000003,-0.6722500638697123,-0.7944407668554994,0.12219070298578705
2.6,-0.668565419407255,-0.7596222423872736,0.0910568229800186
2.6500000000000004,-0.585762805763259,-0.6860097974075628,0.10024699164430384
2.7,-0.4856613407664138,-0.6044834311364562,0.11882209037004238
2.75,-0.43522449461549717,-0.5507824831696301,0.1155579885541329
2.8000000000000003,-0.4561098360466835,-0.5383671705568546,0.08225733451017109
2.85,-0.522416883896883,-0.5543053801958481,0.03188849629896506
2.9000000000000004,-0.5978227706456964,-0.5786937786874495,-0.01912899195824691
2.95,-0.6700937398447425,-0.6068839342964772,-0.06320980554826527
3.0,-0.7515507367898603,-0.6527907703870376,-0.0987599664028227
3.0500000000000003,-0.8518257848206336,-0.7304561367111496,-0.12136964810948403
3.1,-0.9554173233593274,-0.8324288673254302,-0.12298845603389719
3.1500000000000004,-1.0281910445426856,-0.9276704232286703,-0.10052062131401529
3.2,-1.0456000357648594,-0.9836153689574062,-0.06198466680745318
3.25,-1.012582411658818,-0.9921070988695788,-0.020475312789239197
3.3000000000000003,-0.9521122707959595,-0.9710383981768348,0.01892612738087529
3.35,-0.8693335697471476,-0.9335841675397684,0.06425059779262077
3.4000000000000004,-0.7240926633709089,-0.850280320850337,0.12618765747942806
3.45,-0.4433210493419256,-0.6451908829477906,0.20186983360586497
3.5,0.024595769918380746,-0.24596437152346787,0.2705601414418486
3.5500000000000003,0.646958477700324,0.33930456366837486,0.30765391403194914
3.6,1.2834263026964814,0.9791623009028095,0.30426400179367186
3.6500000000000004,1.730333401935879,1.4572630283054357,0.2730703736304432
3.7,1.8171001328266683,1.5824462303668259,0.2346539024598424
