Iteration,Rw
1,0.143127373052396
2,0.13609657535904124
3,0.1358418901687245
4,0.1358415546028439
5,0.13584155249881202
6,0.13267846260577917
7,0.1326772304021556
8,0.13267723037058057
9,0.1324095441742258
10,0.13234435231879574
11,0.13234345966706668
12,0.13234300952762545
13,0.13234291811030408
14,0.13234285129387643
15,0.1323428462027977
16,0.13145831852861953
17,0.13127584256166763
18,0.1309833986290517
19,0.13096842557786384
20,0.1309554314430879
21,0.13093115877097822
22,0.13089070373221068
23,0.13086218158849042
24,0.13080122949037445
25,0.1307828592070586
26,0.1307795152398964
27,0.13077799158090467
28,0.13077471716829683
29,0.13076716422497858
30,0.13075925204665176
31,0.1307501085110405
32,0.13074292636421603
33,0.13073875687179257
34,0.13072122460604135
35,0.13070954700649134
36,0.13069352287065186
37,0.1306913930913503
38,0.13068682595651968
39,0.13068577925984592
40,0.13068529658147998
41,0.1306812120246576
42,0.13067669304906726
43,0.13066996614614268
44,0.13066898299550572
45,0.13066889568085352
46,0.13066888293726434
47,0.13066888285682257
48,0.130396989933178
49,0.13032289054261603
50,0.1302954882675353
51,0.1302588446108111
52,0.1301173667634891
53,0.13009648413520378
54,0.12934552167745506
55,0.12930400527609467
56,0.12928920861843635
57,0.1292839944443906
58,0.12927943200880315
59,0.12926626618065568
60,0.12924050604663703
61,0.12873638240280325
62,0.12853283203010638
