1.087020099999999947e-02 0.000000000000000000e+00
1.725302000000000086e-02 0.000000000000000000e+00
2.363583799999999929e-02 0.000000000000000000e+00
3.001865600000000120e-02 0.000000000000000000e+00
3.640147500000000258e-02 0.000000000000000000e+00
4.278429300000000102e-02 0.000000000000000000e+00
4.916711099999999945e-02 0.000000000000000000e+00
5.554992999999999737e-02 0.000000000000000000e+00
6.193274800000000274e-02 0.000000000000000000e+00
6.831556599999999424e-02 0.000000000000000000e+00
7.469838500000000603e-02 0.000000000000000000e+00
8.108120300000000447e-02 0.000000000000000000e+00
8.746402200000000238e-02 0.000000000000000000e+00
9.384684000000000081e-02 0.000000000000000000e+00
1.002296599999999982e-01 0.000000000000000000e+00
1.066124799999999956e-01 0.000000000000000000e+00
1.129952899999999982e-01 0.000000000000000000e+00
1.193781099999999956e-01 0.000000000000000000e+00
1.257609299999999930e-01 0.000000000000000000e+00
1.321437500000000043e-01 0.000000000000000000e+00
1.385265699999999878e-01 0.000000000000000000e+00
1.449093899999999990e-01 0.000000000000000000e+00
1.512922100000000103e-01 0.000000000000000000e+00
1.576750199999999991e-01 0.000000000000000000e+00
1.640578400000000103e-01 0.000000000000000000e+00
1.704406599999999938e-01 0.000000000000000000e+00
1.768234800000000051e-01 1.692514555839633061e+01
1.832062999999999886e-01 5.773513118687480983e+02
1.895891199999999999e-01 7.403739318964207996e+03
1.959719299999999886e-01 3.798965764000776107e+04
2.023547499999999999e-01 8.845399768782733008e+04
2.087375700000000112e-01 1.196573091969584493e+05
2.151203899999999947e-01 1.289227559582189424e+05
2.215032100000000059e-01 1.337467230786991422e+05
2.278860299999999894e-01 1.381777127561560192e+05
2.342688400000000060e-01 1.421686397768513998e+05
2.406516599999999895e-01 1.458946289427807787e+05
2.470344800000000007e-01 1.495070282378962729e+05
2.534173000000000120e-01 1.528419748154261033e+05
2.598001200000000233e-01 1.553367058974376705e+05
2.661829399999999790e-01 1.570412011173852952e+05
2.725657499999999955e-01 1.585439876179139828e+05
2.789485700000000068e-01 1.602047216507556732e+05
2.853313900000000181e-01 1.619400542615886079e+05
2.917142099999999738e-01 1.636108515867061506e+05
2.980970299999999851e-01 1.649926444431152195e+05
3.044798499999999963e-01 1.660987958304923959e+05
3.108626600000000129e-01 1.670451613260163576e+05
3.172454800000000241e-01 1.678209637818240444e+05
3.236282999999999799e-01 1.685059310932768276e+05
3.300111199999999911e-01 1.690693552301409945e+05
3.363939400000000024e-01 1.694833050747345551e+05
3.427767600000000137e-01 1.698636298426499125e+05
3.491595699999999747e-01 1.701521844494664110e+05
3.555423899999999859e-01 1.700115628435807885e+05
3.619252099999999972e-01 1.692742033416954218e+05
3.683080300000000085e-01 1.682881803230363003e+05
3.746908500000000197e-01 1.668262797554644640e+05
3.810736699999999755e-01 1.647232318322474021e+05
3.874564799999999920e-01 1.623726231990657107e+05
3.938393000000000033e-01 1.603485691177131375e+05
4.002221200000000145e-01 1.591810752323616180e+05
4.066049400000000258e-01 1.589595614094015327e+05
4.129877599999999815e-01 1.594705922255492478e+05
4.193705799999999928e-01 1.602790886398708972e+05
4.257533900000000093e-01 1.611145266382510308e+05
4.321362100000000206e-01 1.619075386149824189e+05
4.385190299999999763e-01 1.626132954318869743e+05
4.449018499999999876e-01 1.632193166909099382e+05
4.512846699999999989e-01 1.636990300595781882e+05
4.576674900000000101e-01 1.640687791820299753e+05
4.640503000000000267e-01 1.643312236377935624e+05
4.704331199999999824e-01 1.645444508394155419e+05
4.768159399999999937e-01 1.647584118337616383e+05
4.831987600000000049e-01 1.649391325615348178e+05
4.895815800000000162e-01 1.650839586742055835e+05
4.959644000000000275e-01 1.651482296162004350e+05
5.023472199999999832e-01 1.651186722609861754e+05
5.087300300000000552e-01 1.650301020534519921e+05
5.151128499999999555e-01 1.649784360435255221e+05
5.214956699999999667e-01 1.649946513887806796e+05
5.278784899999999780e-01 1.649337096580156358e+05
5.342613099999999893e-01 1.646945663631376810e+05
5.406441300000000005e-01 1.643145636809914431e+05
5.470269399999999616e-01 1.639265059942196822e+05
5.534097599999999728e-01 1.635469805585259455e+05
5.597925799999999841e-01 1.631215150577568565e+05
5.661753999999999953e-01 1.626313194090137258e+05
5.725582200000000066e-01 1.620674779669754789e+05
5.789410400000000179e-01 1.615164274630715372e+05
5.853238499999999789e-01 1.610711516588620143e+05
5.917066699999999901e-01 1.607365254359325627e+05
5.980894900000000014e-01 1.604149499991578341e+05
6.044723100000000127e-01 1.599721796901189373e+05
6.108551300000000239e-01 1.594107061967916088e+05
6.172379500000000352e-01 1.588241982109700330e+05
6.236207599999999962e-01 1.582967968536779808e+05
6.300035800000000075e-01 1.577857747240831377e+05
6.363864000000000187e-01 1.571847784322152729e+05
6.427692200000000300e-01 1.565121445292966091e+05
6.491520400000000413e-01 1.558467391272170353e+05
6.555348600000000525e-01 1.552274019818103407e+05
6.619176700000000135e-01 1.546082350071793771e+05
6.683004900000000248e-01 1.539439176880684099e+05
6.746833100000000361e-01 1.532322382667923812e+05
6.810661300000000473e-01 1.525309277894728002e+05
6.874489499999999476e-01 1.519039522024473990e+05
6.938317699999999588e-01 1.513505605337238521e+05
7.002145800000000309e-01 1.508449178210785612e+05
7.065974000000000421e-01 1.504316463327493402e+05
7.129802200000000534e-01 1.501241939219640335e+05
7.193630399999999536e-01 1.498048937140835624e+05
7.257458599999999649e-01 1.494313939049295150e+05
7.321286799999999761e-01 1.490041982662724913e+05
7.385114900000000482e-01 1.485105913947785739e+05
7.448943099999999484e-01 1.479503369502281421e+05
7.512771299999999597e-01 1.473563942118207342e+05
7.576599499999999709e-01 1.468034565695892670e+05
7.640427699999999822e-01 1.463179653583686450e+05
7.704255899999999935e-01 1.458514969084996847e+05
7.768083999999999545e-01 1.453213271617373975e+05
7.831912199999999658e-01 1.447100992296286568e+05
7.895740399999999770e-01 1.441009147635173285e+05
7.959568599999999883e-01 1.435714074001124245e+05
8.023396799999999995e-01 1.430952299464343232e+05
8.087225000000000108e-01 1.425930839755162015e+05
8.151053099999999718e-01 1.420598504380991217e+05
8.214881299999999831e-01 1.415492328765956336e+05
8.278709499999999943e-01 1.410752370039470261e+05
8.342537700000000056e-01 1.406097113742794609e+05
8.406365900000000169e-01 1.401438547374535119e+05
8.470194100000000281e-01 1.396994854170254257e+05
8.534022300000000394e-01 1.392977573185085203e+05
8.597850400000000004e-01 1.389156869768700853e+05
8.661678600000000117e-01 1.384999167559043271e+05
8.725506800000000229e-01 1.380634901138294954e+05
8.789335000000000342e-01 1.376347971333315363e+05
8.853163200000000455e-01 1.372101997296211193e+05
8.916991399999999457e-01 1.367674773438155535e+05
8.980819500000000177e-01 1.363138868814124144e+05
9.044647700000000290e-01 1.358437451747270534e+05
9.108475900000000403e-01 1.353568154985577276e+05
9.172304100000000515e-01 1.348781568732502055e+05
9.236132299999999518e-01 1.344769937561145925e+05
9.299960499999999630e-01 1.341741543293875584e+05
9.363788600000000351e-01 1.338951372089715442e+05
9.427616800000000463e-01 1.335610796295050532e+05
9.491444999999999466e-01 1.331494964205354045e+05
9.555273199999999578e-01 1.327084626222937077e+05
9.619101399999999691e-01 1.322500891620386101e+05
9.682929599999999803e-01 1.317748754586809082e+05
9.746757700000000524e-01 1.313391481535190251e+05
9.810585899999999526e-01 1.310124576335986058e+05
9.874414099999999639e-01 1.307410653017802833e+05
9.938242299999999751e-01 1.304282471518343082e+05
1.000207000000000068e+00 1.300815571389090765e+05
1.006589900000000037e+00 1.297370838669016084e+05
1.012972699999999948e+00 1.293916874243721250e+05
1.019355500000000081e+00 1.289955663332435361e+05
1.025738299999999992e+00 1.285611746097198338e+05
1.032121099999999903e+00 1.281580342777164187e+05
1.038504000000000094e+00 1.278510056481806823e+05
