Iteration,Rw
1,0.14569729580268787
2,0.14569713961894448
3,0.14569693139699214
4,0.14569688612294038
5,0.1456968860429944
6,0.14569688604366499
7,0.14569688569741154
8,0.1456968695982557
9,0.14569678725342672
10,0.14569673934491345
11,0.1456967388737235
12,0.145696733871089
13,0.14569672996879632
