Iteration,Rw
1,0.13338400136943457
2,0.13336184670041853
3,0.1333618445251396
4,0.133293135058328
5,0.13329310344048587
6,0.13329310343196357
7,0.13308338875830983
8,0.13305456044359137
9,0.13305388587314632
10,0.13305118934865454
11,0.13305065630087098
12,0.1330499535190233
13,0.13304989751248553
14,0.13304985804132147
15,0.1330497967241004
16,0.1330497908603652
17,0.1329924346125001
18,0.13291441707072965
19,0.13291136328650804
20,0.13289741456668522
21,0.13288670751125925
22,0.1328776714246577
23,0.13287227884008576
24,0.13286268534360543
25,0.13284435750685314
26,0.13281353708929355
27,0.1327819817778209
28,0.13277052346485976
29,0.13276847768332617
30,0.1327677048527688
31,0.13276580205249305
32,0.1327626454768801
33,0.13276083407102993
34,0.13275872809270312
35,0.13275750030307057
36,0.13275747866382
37,0.13275747833457516
38,0.13276343343192362
39,0.13276082955245863
40,0.1324731223842404
41,0.13211723891593807
42,0.13211537863203893
