x,yobs,ycalc,ydiff
1.5,-0.40038235995691657,-0.5812384986992667,0.18085613874235013
1.55,-0.18765539600126596,-0.31486461319024966,0.1272092171889837
1.6,0.26825518649768537,0.15981962923289,0.10843555726479537
1.6500000000000001,0.7635481778713743,0.6436757077683429,0.11987247010303137
1.7000000000000002,1.0249645924509423,0.8870938765816949,0.13787071586924737
1.75,0.8957937547232592,0.7663637240867439,0.12943003063651526
1.8,0.46106472992156966,0.38421966112945666,0.076845068792113
1.85,0.00918849887825518,0.010039361206748821,-0.0008508623284936411
1.9000000000000001,-0.15566930229443557,-0.10179667989942136,-0.05387262239501421
1.9500000000000002,0.07921442907027222,0.117615300347974,-0.03840087127770178
2.0,0.5586760880149821,0.514813313657572,0.04386277435741015
2.0500000000000003,0.9693183927756814,0.8289289598104159,0.14038943296526551
2.1,1.0524623482709767,0.865520180378553,0.18694216789242368
2.15,0.7646295704846895,0.6042967843474237,0.16033278613726576
2.2,0.27743245380064124,0.1791506070886112,0.09828184671203005
2.25,-0.16522791825788316,-0.23225105113279004,0.06702313287490688
2.3000000000000003,-0.4130033660172005,-0.517042547500824,0.10403918148362351
2.35,-0.4775842782160879,-0.6637433611581415,0.18615908294205358
2.4000000000000004,-0.47382994136032497,-0.7242276832936873,0.2503977419333623
2.45,-0.5035684373633492,-0.7511910549455718,0.2476226175822226
2.5,-0.5819005388651252,-0.7631992952865346,0.18129875642140947
2.5500000000000003,-0.6524722288990831,-0.7521706839517767,0.09969845505269359
2.6,-0.6580527279723661,-0.710879400432427,0.0528266724600609
2.6500000000000004,-0.5955790430015194,-0.6498103798567457,0.0542313368552263
2.7,-0.5133394848200922,-0.59161689112217,0.0782774063020778
2.75,-0.4658638243951118,-0.5543395638823643,0.08847573948725246
2.8000000000000003,-0.4744658034858882,-0.5414221538649957,0.06695635037910752
2.85,-0.5253136242696751,-0.5460549836131048,0.02074135934342969
2.9000000000000004,-0.5961642679573153,-0.5628505633481654,-0.03331370460914984
2.95,-0.6789527937706711,-0.594542625753525,-0.08441016801714607
3.0,-0.7770846739832976,-0.6478074610817901,-0.1292772129015075
3.0500000000000003,-0.8861870507434773,-0.7229667330721347,-0.1632203176713426
3.1,-0.9834377491859866,-0.8078274376505166,-0.17561031153547002
3.1500000000000004,-1.039060179655702,-0.8821452227986787,-0.15691495685702328
3.2,-1.0384818781930516,-0.9294478318492996,-0.10903404634375202
3.25,-0.9910973807313349,-0.9451523132224764,-0.04594506750885852
3.3000000000000003,-0.9136764085354334,-0.9312436021541555,0.017567193618722055
3.35,-0.8014153036399378,-0.8791452913138877,0.0777299876739499
3.4000000000000004,-0.6143099095935886,-0.7560001693021048,0.14169025970851623
3.45,-0.2974718522162661,-0.5129981334441166,0.2155262812278505
3.5,0.17210750683985857,-0.12063059610676925,0.29273810294662783
3.5500000000000003,0.7430172286266343,0.38820091194068657,0.35481631668594776
3.6,1.2845082870366007,0.9014448660588983,0.3830634209777024
3.6500000000000004,1.6317819386195844,1.2615048023934028,0.37027713622618164
3.7,1.6622643017849967,1.3396149007135891,0.3226494010714076
3.75,1.3609264369717284,1.1079526903356516,0.25297374663607686
3.8000000000000003,0.8347306042964695,0.6609928732153371,0.17373773108113244
3.85,0.26425219719594784,0.16854608044311317,0.09570611675283466
3.9000000000000004,-0.18145037886898394,-0.21073326177031712,0.029282882901333185
3.95,-0.4173425414398776,-0.4001087806559247,-0.01723376078395289
4.0,-0.4615144034559034,-0.4185313905883535,-0.04298301286754991
4.05,-0.3960820849414688,-0.33890207521523713,-0.05718000972623166
4.1000000000000005,-0.30312150848049785,-0.2294939340465887,-0.07362757443390916
