Iteration,Rw
1,0.13125613813967593
2,0.1312540778136428
3,0.13125407780763498
4,0.13122093495149278
5,0.13122092127874724
6,0.13122092127874826
7,0.1312163619304124
8,0.13121624247667515
9,0.1312162342666632
10,0.1311490408618714
11,0.13114836878260916
12,0.13114726485093373
13,0.1311464529906056
14,0.13114126500585196
15,0.13113640658913
16,0.13111857368062182
17,0.13110070783573968
18,0.13109398272639947
19,0.13109204511929423
20,0.13109113315440002
21,0.13108870420882213
22,0.13108744570122055
23,0.13108681916858145
24,0.13108672116134457
25,0.13108671517882084
26,0.13108695304104087
27,0.13108384378478333
28,0.13080553391432967
29,0.13052446429360495
30,0.13004894684432688
31,0.1300454833153586
32,0.13003634629854924
33,0.12999801742753286
34,0.12980419968678877
35,0.129783073020438
36,0.12972296298137984
37,0.12963531497267525
38,0.1293098562545006
