Iteration,Rw
1,0.8318741825490684
2,0.8317592657978427
3,0.8317592489634784
4,0.22641320423794203
5,0.22565861241316695
6,0.2256585461600676
7,0.2256585461460596
8,0.22565797406505478
9,0.22530087776661673
10,0.22286819991959672
11,0.22223258298221188
12,0.22185101601194257
13,0.2218324842886686
14,0.2218256968739694
15,0.2218256108350057
16,0.22182561045453905
17,0.2021337338024861
18,0.20209504227369327
19,0.20168118409025187
20,0.2016797232018711
21,0.2016038507049299
22,0.20153138952628918
23,0.201530107924026
24,0.20152976977074688
25,0.2015297651344605
26,0.1953902000395391
27,0.1948087662535737
28,0.19402707686239246
29,0.19218286347164942
30,0.19121263405159292
31,0.19099340845856616
32,0.19038756799460263
33,0.19005252012829055
34,0.1898268550348397
35,0.18982578564788744
36,0.18982566293769093
37,0.1898256613601193
38,0.18951232066689952
39,0.18677536439937353
40,0.18618370699029324
41,0.1843301071122088
42,0.1836233115970009
43,0.18360884254254328
44,0.18359803622867785
45,0.18354847366104682
46,0.1834698168769854
47,0.18308774626511126
48,0.18235571416646953
49,0.18177434352919367
50,0.1812976112438892
