Iteration,Rw
1,0.15331944911275652
2,0.1530106279722261
3,0.15301059298312483
4,0.15301059088824687
5,0.15007412334003417
6,0.1500741194007563
7,0.14997976859652326
8,0.1499565539837485
9,0.14993783097150284
10,0.14993762627904164
11,0.14993751791178359
12,0.14993751744351477
13,0.14973664434047868
14,0.1493390347907015
15,0.14933480164905868
16,0.14932329727393465
17,0.14930470476389424
18,0.1492541367646272
19,0.14916055278465343
20,0.14903168721035737
21,0.1489266588183004
22,0.1488488584160291
23,0.1488229762116006
24,0.1488138941606482
25,0.14879788298509522
26,0.14878996329134098
27,0.14878446116879548
28,0.14877245368759415
29,0.1487681337193671
30,0.1487651934131338
31,0.14876509309989827
32,0.14876508419303505
33,0.1487650831558273
34,0.1487611673759206
35,0.1487415101271039
36,0.1481296115273841
37,0.14784919658192316
38,0.14728131010354392
39,0.1466186188379001
40,0.14637764714005114
41,0.14626442920352226
