Iteration,Rw
1,0.13588619275761002
2,0.1358861927341103
3,0.13453374128080414
4,0.13453336413500144
5,0.13453336412049471
6,0.1333741733734793
7,0.13332683609819357
8,0.1332682021094032
9,0.1332587503949047
10,0.13325735201921418
11,0.1332573322182674
12,0.13325732883636532
13,0.13295562987492
14,0.1329475516633955
15,0.13294035808393634
16,0.1328984947278289
17,0.1328919317935864
18,0.1328887503240722
19,0.13288554465328328
20,0.13287811103151964
21,0.13286478162994603
22,0.13284786213260674
23,0.13281278295806892
24,0.13278151419362602
25,0.1327658877496307
26,0.13273609011998722
27,0.13264834469396883
28,0.1326348540557176
29,0.1326319756564014
30,0.13263192820645653
31,0.13263191090132861
32,0.13263178345313098
33,0.13263011921791934
34,0.13262572486057983
35,0.13261972813384967
36,0.13260647418714583
37,0.13260120756821553
38,0.13258955420664992
39,0.13258300926549796
40,0.13258181827329812
41,0.13258180374798617
42,0.13258174219014204
43,0.13258145969137694
44,0.13258144741429026
45,0.13258144740970296
46,0.13200215523652734
47,0.1314704515412049
48,0.1310047522794472
49,0.1307384928299717
50,0.13035037620162201
51,0.1300939312556364
52,0.13006317990537425
